;kind;etag;id;publishedAt;channelId;title;description;channelTitle;tags;categoryId;liveBroadcastContent;defaultAudioLanguage;thumbnails.default.url;thumbnails.default.width;thumbnails.default.height;thumbnails.medium.url;thumbnails.medium.width;thumbnails.medium.height;thumbnails.high.url;thumbnails.high.width;thumbnails.high.height;thumbnails.standard.url;thumbnails.standard.width;thumbnails.standard.height;thumbnails.maxres.url;thumbnails.maxres.width;thumbnails.maxres.height;localized.title;localized.description;defaultLanguage;duration;dimension;definition;caption;licensedContent;projection;regionRestriction.blocked;viewCount;likeCount;favoriteCount;commentCount
24;youtube#video;V7UqAt5dqTfLLnVrU-QD8O7yxVg;io6fMw-FBdk;2022-10-06T17:00:33Z;UCpxQex8nYRKW_Ld4oSeFm1w;MEMES DA ELEIÇÃO 2022 #shorts #short #LULA #bolsonaro;Assista completo: https://youtu.be/Fdcbbrs6u0s;Sumeno;['sumeno', 'anime zoeira', 'rap akatsuki', 'rap akatsuki meme', 'naruto', 'naruto meme', 'animes', 'anime', 'rap memes'];24;none;pt;https://i.ytimg.com/vi/io6fMw-FBdk/default.jpg;120;90;https://i.ytimg.com/vi/io6fMw-FBdk/mqdefault.jpg;320;180;https://i.ytimg.com/vi/io6fMw-FBdk/hqdefault.jpg;480;360;https://i.ytimg.com/vi/io6fMw-FBdk/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/io6fMw-FBdk/maxresdefault.jpg;1280.0;720.0;MEMES DA ELEIÇÃO 2022 #shorts #short #LULA #bolsonaro;Assista completo: https://youtu.be/Fdcbbrs6u0s;;PT58S;2d;hd;false;True;rectangular;;6278;425;0;8
25;youtube#video;Flt0yeKTw073eKaH-3JE8pNMoXY;WZz5IHZ6i5M;2022-10-05T16:49:11Z;UCUNO0Gfk_hNNZ14YMDC31pw;eleição - Felca (SALVATORE REACT);"Salvatore GAMES: 
https://www.youtube.com/channel/UCZTjHUus97_RYJpR3VdGBig

Salvatore GEEK:
https://www.youtube.com/channel/UCAvXWsLeEKz3Q3d9-Dimh6A

SITE ROXO: ricardosalvatorereal

Me sigam no INSTAGRAM!!! 👇👇
INSTAGRAM:@ricardodesalvatore
https://www.instagram.com/ricardodesalvatore/

VIDEO REAGIDO:https://www.youtube.com/watch?v=vJ8HzFPUU0s&t=33s";Ricardo de Salvatore III;['assistindo', 'ricardo salvatore', 'SALVATORE REACT', 'salvatore react', 'react do salvatore'];24;none;;https://i.ytimg.com/vi/WZz5IHZ6i5M/default.jpg;120;90;https://i.ytimg.com/vi/WZz5IHZ6i5M/mqdefault.jpg;320;180;https://i.ytimg.com/vi/WZz5IHZ6i5M/hqdefault.jpg;480;360;https://i.ytimg.com/vi/WZz5IHZ6i5M/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/WZz5IHZ6i5M/maxresdefault.jpg;1280.0;720.0;eleição - Felca (SALVATORE REACT);"Salvatore GAMES: 
https://www.youtube.com/channel/UCZTjHUus97_RYJpR3VdGBig

Salvatore GEEK:
https://www.youtube.com/channel/UCAvXWsLeEKz3Q3d9-Dimh6A

SITE ROXO: ricardosalvatorereal

Me sigam no INSTAGRAM!!! 👇👇
INSTAGRAM:@ricardodesalvatore
https://www.instagram.com/ricardodesalvatore/

VIDEO REAGIDO:https://www.youtube.com/watch?v=vJ8HzFPUU0s&t=33s";;PT14M39S;2d;hd;false;True;rectangular;;20088;3149;0;149
26;youtube#video;_SINkQUl6GyfqE_CVV_t4MLo_vc;hvJnRmt3fm0;2022-10-29T21:00:09Z;UCeuIWUYvBCekCqF_xTDVCMw;Eleições 2022 - Quem ganha a eleição? Previsões sobre as eleições 2022 | Lula ou Bolsonaro? | Final;"Eleições 2022: Quem vai ganhar a eleição? Lula ou Bolsonaro? Hoje faço minhas previsões sobre as eleições, cravando com números minha aposta do resultado das eleições presidenciais e também nos estados onde tem segundo turno. Quem ganha a eleição no segundo turno? Pesquisa eleitoral 2022, previsão da eleição, palpites das eleições, segundo turno das eleições e muito mais.

----

Participe da maior comunidade sobre Marketing Político, Marketing Eleitoral e aprenda como ganhar uma eleição com pouco dinheiro.

✅ Telegram - http://t.me/MarketingPolitico2020

Inscreva-se no canal do Telegram e receba dicas grátis!

----

Aprenda a fazer Marketing Político Digital com meu curso ""Como ganhar uma eleição com pouco dinheiro?""

👉 https://lucaspimenta.me/curso-como-ganhar-uma-eleicao-com-pouco-dinheiro-no-facebook/

----

Acompanhe todos os canais e aprenda sobre marketing político digital, marketing político nas redes sociais, marketing eleitoral, planejamento de campanha, marketing para vereador, marketing para candidato e estratégia para ganhar eleição.

👉 www.lucaspimenta.me
___

Além de se inscrever em meu canal no YouTube, siga minha página em outras redes sociais para receber conteúdos exclusivos sobre Marketing Político, Marketing Eleitoral, Comunicação de Campanha e estratégias para eleições.

👉 Facebook: www.facebook.com/lucaspimentanosolhos

👉 Instagram: www.instagram.com/lucaspimentanosolhos

👉 Twitter: www.twitter.com/EuLucasPimenta

#MarketingPolitico #MarketingPoliticoDigital #MarketingEleitoral";Lucas Pimenta | Marketing Político e Política;['eleições 2022', 'eleição 2022', 'quem vai ganhar as eleições', 'quem vai ganhar a eleição', 'eleição 2022 presidente', 'quem ganha as eleições 2022', 'pesquisa para presidente 2022', 'previsões eleições 2022', 'previsões eleição', 'previsão eleição', 'quem ganha a eleição', 'pesquisa eleitoral 2022', 'pesquisas eleições', 'lula ou bolsonaro', 'quem ganha a eleição 2022', 'quem ganha lula ou bolsonaro', 'previsão eleições', 'segundo turno eleições 2022', 'eleição 2022 previsão', 'previsão da eleição 2022'];25;none;pt;https://i.ytimg.com/vi/hvJnRmt3fm0/default.jpg;120;90;https://i.ytimg.com/vi/hvJnRmt3fm0/mqdefault.jpg;320;180;https://i.ytimg.com/vi/hvJnRmt3fm0/hqdefault.jpg;480;360;https://i.ytimg.com/vi/hvJnRmt3fm0/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/hvJnRmt3fm0/maxresdefault.jpg;1280.0;720.0;Eleições 2022 - Quem ganha a eleição? Previsões sobre as eleições 2022 | Lula ou Bolsonaro? | Final;"Eleições 2022: Quem vai ganhar a eleição? Lula ou Bolsonaro? Hoje faço minhas previsões sobre as eleições, cravando com números minha aposta do resultado das eleições presidenciais e também nos estados onde tem segundo turno. Quem ganha a eleição no segundo turno? Pesquisa eleitoral 2022, previsão da eleição, palpites das eleições, segundo turno das eleições e muito mais.

----

Participe da maior comunidade sobre Marketing Político, Marketing Eleitoral e aprenda como ganhar uma eleição com pouco dinheiro.

✅ Telegram - http://t.me/MarketingPolitico2020

Inscreva-se no canal do Telegram e receba dicas grátis!

----

Aprenda a fazer Marketing Político Digital com meu curso ""Como ganhar uma eleição com pouco dinheiro?""

👉 https://lucaspimenta.me/curso-como-ganhar-uma-eleicao-com-pouco-dinheiro-no-facebook/

----

Acompanhe todos os canais e aprenda sobre marketing político digital, marketing político nas redes sociais, marketing eleitoral, planejamento de campanha, marketing para vereador, marketing para candidato e estratégia para ganhar eleição.

👉 www.lucaspimenta.me
___

Além de se inscrever em meu canal no YouTube, siga minha página em outras redes sociais para receber conteúdos exclusivos sobre Marketing Político, Marketing Eleitoral, Comunicação de Campanha e estratégias para eleições.

👉 Facebook: www.facebook.com/lucaspimentanosolhos

👉 Instagram: www.instagram.com/lucaspimentanosolhos

👉 Twitter: www.twitter.com/EuLucasPimenta

#MarketingPolitico #MarketingPoliticoDigital #MarketingEleitoral";;PT18M17S;2d;hd;false;True;rectangular;;25603;1350;0;744
27;youtube#video;989gRW_0NqCYAdTElQ1Kl80Srow;U_gZM7N7Rek;2022-10-17T18:45:16Z;UC84hTNAaQl25Ens0XOhd7lA;MC Iguinho da Capital - Eleição (DJ RF3);"🔷 Inscreva-se no canal e ative as notificações 🔔 para receber os lançamentos no seu celular.

Redes Sociais 

FICHA TÉCNICA:
Artista : MC Iguinho da Capital
Musica :  Eleição
DJ que produziu : DJ RF3
Compositor :
Edição do Video : 
Filmagem : 

Este videofonograma é um produto original
Copyright - Todos os direitos reservados.";DJ RF3;['funk', 'mc', 'dj', 'entrevista', 'TRAP GAME', 'TRAP NACIONAL', 'GAME', 'TRAPFUNK', 'loe funk', 'gr6', 'mcs', 'djs', 'set', 'clipe'];24;none;pt;https://i.ytimg.com/vi/U_gZM7N7Rek/default.jpg;120;90;https://i.ytimg.com/vi/U_gZM7N7Rek/mqdefault.jpg;320;180;https://i.ytimg.com/vi/U_gZM7N7Rek/hqdefault.jpg;480;360;https://i.ytimg.com/vi/U_gZM7N7Rek/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/U_gZM7N7Rek/maxresdefault.jpg;1280.0;720.0;MC Iguinho da Capital - Eleição (DJ RF3);"🔷 Inscreva-se no canal e ative as notificações 🔔 para receber os lançamentos no seu celular.

Redes Sociais 

FICHA TÉCNICA:
Artista : MC Iguinho da Capital
Musica :  Eleição
DJ que produziu : DJ RF3
Compositor :
Edição do Video : 
Filmagem : 

Este videofonograma é um produto original
Copyright - Todos os direitos reservados.";pt;PT1M55S;2d;hd;false;False;rectangular;;912;48;0;0
28;youtube#video;sNKBMZs9PrQD1hhEbfTs3bHDGbA;dJr_vdChGjQ;2022-10-26T17:18:19Z;UC_M1ek8fhnDkz5C2zfkTxpg;VEJA O QUE DIZ SOBRE A ELEIÇÃO SEBASTIÃO SALGADO, UM DOS MAIORES FOTÓGRAFOS DO MUNDO | Cortes 247;"Um dos melhores e mais celebrados fotógrafos do mundo, o brasileiro Sebastião Salgado, gravou e divulgou em suas redes sociais uma mensagem sobre as eleições deste domingo. Confira.

Seja assinante do Brasil 247 e da TV 247 em brasil247.com/apoio ou apoie por Pix usando a chave pix@brasil247.com.br.

Este é o único canal autorizado a utilizar conteúdo jornalístico da TV 247.

Todos os direitos reservados.";Cortes 247;;22;none;;https://i.ytimg.com/vi/dJr_vdChGjQ/default.jpg;120;90;https://i.ytimg.com/vi/dJr_vdChGjQ/mqdefault.jpg;320;180;https://i.ytimg.com/vi/dJr_vdChGjQ/hqdefault.jpg;480;360;https://i.ytimg.com/vi/dJr_vdChGjQ/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/dJr_vdChGjQ/maxresdefault.jpg;1280.0;720.0;VEJA O QUE DIZ SOBRE A ELEIÇÃO SEBASTIÃO SALGADO, UM DOS MAIORES FOTÓGRAFOS DO MUNDO | Cortes 247;"Um dos melhores e mais celebrados fotógrafos do mundo, o brasileiro Sebastião Salgado, gravou e divulgou em suas redes sociais uma mensagem sobre as eleições deste domingo. Confira.

Seja assinante do Brasil 247 e da TV 247 em brasil247.com/apoio ou apoie por Pix usando a chave pix@brasil247.com.br.

Este é o único canal autorizado a utilizar conteúdo jornalístico da TV 247.

Todos os direitos reservados.";;PT1M50S;2d;hd;false;True;rectangular;;20293;2713;0;160
29;youtube#video;bVUnLANuQ1JAtNWEpQTmwSYZVU4;W7VjFxsgYO4;2022-10-08T22:55:02Z;UCRuy5PigeeBuecKnwqhM4yg;Lula e Bolsonaro disputam segundo turno da eleição no Brasil;"A disputa à presidência da República no Brasil vai para o segundo turno no dia 30 de outubro. Os eleitores escolheram no último dia 2 Luiz Inácio Lula da Silva (PT) e Jair Bolsonaro (PL) para disputar a segunda etapa da eleição. Lula, candidato da esquerda que faz oposição ao atual governo, de extrema direita, ficou na liderança com 57 milhões e 200 mil votos (48,43% do eleitorado), enquanto o atual presidente recebeu 51 milhões de votos - ou 43,20%. Reportagem de Laís Gouveia.

• Apoie o 247 em brasil247.com/apoio: https://www.brasil247.com/apoio
• Você também pode fazer doação por Pix com a chave pix@brasil247.com.br ou fazer uma assinatura Pix em https://bit.ly/pix-247 e pode pedir sua nota fiscal em contato@brasil247.com.br.

• Faça parte do Instituto Conhecimento Liberta em: https://icl.com.br/247

• Ao contrário da mídia corporativa, a TV 247 se financia por meio da sua própria comunidade. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. 
Saiba como:

• Cartão de crédito pela Vindi: https://bit.ly/assine-brasil247
• Boleto ou transferência bancária: email para contato@brasil247.com.br ou no link Vindi
• Seja membro no Youtube: https://www.youtube.com/brasil247/join
• Transferência pelo Paypal: https://bit.ly/PayPal_Brasil247
• Financiamento coletivo pelo Vakinha: http://vaka.me/1391967
• Financiamento coletivo pelo Catarse: https://www.catarse.me/brasil247
• Financiamento coletivo pelo APOIA.se: https://apoia.se/brasil247
• Financiamento coletivo pelo Patreon: https://www.patreon.com/brasil247

• Acesse o site Brasil 247: https://www.brasil247.com/
• Siga-nos no Twitter: https://twitter.com/brasil247
• Siga-nos no Facebook: https://www.facebook.com/brasil247
• Siga-nos no Instagram: https://instagram.com/brasil_247
• Receba nossa newsletter e fique por dentro do 247: https://www.brasil247.com/info/receba-nossa-newsletter e toque no sininho para ativar as notificações.

• Inscreva-se no nosso canal de vídeos curtos: http://bit.ly/cortes247

• Receba o boletim diário da UFMG sobre a covid no Brasil e no mundo: https://chat.whatsapp.com/FEPDD5bYF4Y8PGCRANDYvO

• Entre no nosso canal do Telegram: https://t.me/brasil247oficial

#brasil247 

© Copyright 2022 - Editora 247 LTDA. Proibida a reprodução sem autorização prévia.";TV 247;['brasil 247', 'tv 247'];25;none;pt;https://i.ytimg.com/vi/W7VjFxsgYO4/default.jpg;120;90;https://i.ytimg.com/vi/W7VjFxsgYO4/mqdefault.jpg;320;180;https://i.ytimg.com/vi/W7VjFxsgYO4/hqdefault.jpg;480;360;https://i.ytimg.com/vi/W7VjFxsgYO4/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/W7VjFxsgYO4/maxresdefault.jpg;1280.0;720.0;Lula e Bolsonaro disputam segundo turno da eleição no Brasil;"A disputa à presidência da República no Brasil vai para o segundo turno no dia 30 de outubro. Os eleitores escolheram no último dia 2 Luiz Inácio Lula da Silva (PT) e Jair Bolsonaro (PL) para disputar a segunda etapa da eleição. Lula, candidato da esquerda que faz oposição ao atual governo, de extrema direita, ficou na liderança com 57 milhões e 200 mil votos (48,43% do eleitorado), enquanto o atual presidente recebeu 51 milhões de votos - ou 43,20%. Reportagem de Laís Gouveia.

• Apoie o 247 em brasil247.com/apoio: https://www.brasil247.com/apoio
• Você também pode fazer doação por Pix com a chave pix@brasil247.com.br ou fazer uma assinatura Pix em https://bit.ly/pix-247 e pode pedir sua nota fiscal em contato@brasil247.com.br.

• Faça parte do Instituto Conhecimento Liberta em: https://icl.com.br/247

• Ao contrário da mídia corporativa, a TV 247 se financia por meio da sua própria comunidade. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. 
Saiba como:

• Cartão de crédito pela Vindi: https://bit.ly/assine-brasil247
• Boleto ou transferência bancária: email para contato@brasil247.com.br ou no link Vindi
• Seja membro no Youtube: https://www.youtube.com/brasil247/join
• Transferência pelo Paypal: https://bit.ly/PayPal_Brasil247
• Financiamento coletivo pelo Vakinha: http://vaka.me/1391967
• Financiamento coletivo pelo Catarse: https://www.catarse.me/brasil247
• Financiamento coletivo pelo APOIA.se: https://apoia.se/brasil247
• Financiamento coletivo pelo Patreon: https://www.patreon.com/brasil247

• Acesse o site Brasil 247: https://www.brasil247.com/
• Siga-nos no Twitter: https://twitter.com/brasil247
• Siga-nos no Facebook: https://www.facebook.com/brasil247
• Siga-nos no Instagram: https://instagram.com/brasil_247
• Receba nossa newsletter e fique por dentro do 247: https://www.brasil247.com/info/receba-nossa-newsletter e toque no sininho para ativar as notificações.

• Inscreva-se no nosso canal de vídeos curtos: http://bit.ly/cortes247

• Receba o boletim diário da UFMG sobre a covid no Brasil e no mundo: https://chat.whatsapp.com/FEPDD5bYF4Y8PGCRANDYvO

• Entre no nosso canal do Telegram: https://t.me/brasil247oficial

#brasil247 

© Copyright 2022 - Editora 247 LTDA. Proibida a reprodução sem autorização prévia.";pt;PT6M28S;2d;hd;false;True;rectangular;;9055;517;0;26
30;youtube#video;qNheDjYiuj7CFXEBJw2bcgBJGE4;uRgHSiAqA-Y;2022-10-21T13:32:23Z;UC3sMBA3BdnsKSVI0WB9yVWQ;Lula: “a eleição está muito parelha, mas vamos ganhar”| Fórum Café | 21.10.22;"Mauro Lopes e Plínio Teodoro abrem o Fórum Café desta sexta (21 de outubro de 2022) com as principais notícias da véspera e da madrugada em seu Giro de Notícias. Destaque para as últimas mobilizações, entrevistas, medidas econômicas e ações do TSE. Participam do Café: o sociólogo Marcos Coimbra, do Vox Populi, o deputado federal Carlos Zarattini, os jornalista Eumano Silva e Iara Vidal e os analistas de redes do DataFórum Antonio Carles e Edgard Piccino

00:00 - Em instantes
03:18 - Abertura
01:21:02 - Marcos Coimbra
01:21:13 - Eumano Silva
02:41:44 - Carlos Zarattini
03:07:10 - Edgard Piccino
03:20:22 - Iara Vidal

* * * 

#RevistaFórum​​ #TVFórum

Querem nos calar! A Fórum precisa de você para pagar processos urgentes: https://benfeitoria.com/projeto/ajudeaforum

Este ano é decisivo para o Brasil! Apoie nosso jornalismo. Clique aqui - https://apoie.revistaforum.com.br/

Receba notícias exclusivas no Telegram - https://t.me/canalRevistaForum

Receba a edição semanal da Revista Fórum grátis, inscreva-se aqui: semanal.revistaforum.com.br";TV Fórum;;25;none;pt-BR;https://i.ytimg.com/vi/uRgHSiAqA-Y/default.jpg;120;90;https://i.ytimg.com/vi/uRgHSiAqA-Y/mqdefault.jpg;320;180;https://i.ytimg.com/vi/uRgHSiAqA-Y/hqdefault.jpg;480;360;https://i.ytimg.com/vi/uRgHSiAqA-Y/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/uRgHSiAqA-Y/maxresdefault.jpg;1280.0;720.0;Lula: “a eleição está muito parelha, mas vamos ganhar”| Fórum Café | 21.10.22;"Mauro Lopes e Plínio Teodoro abrem o Fórum Café desta sexta (21 de outubro de 2022) com as principais notícias da véspera e da madrugada em seu Giro de Notícias. Destaque para as últimas mobilizações, entrevistas, medidas econômicas e ações do TSE. Participam do Café: o sociólogo Marcos Coimbra, do Vox Populi, o deputado federal Carlos Zarattini, os jornalista Eumano Silva e Iara Vidal e os analistas de redes do DataFórum Antonio Carles e Edgard Piccino

00:00 - Em instantes
03:18 - Abertura
01:21:02 - Marcos Coimbra
01:21:13 - Eumano Silva
02:41:44 - Carlos Zarattini
03:07:10 - Edgard Piccino
03:20:22 - Iara Vidal

* * * 

#RevistaFórum​​ #TVFórum

Querem nos calar! A Fórum precisa de você para pagar processos urgentes: https://benfeitoria.com/projeto/ajudeaforum

Este ano é decisivo para o Brasil! Apoie nosso jornalismo. Clique aqui - https://apoie.revistaforum.com.br/

Receba notícias exclusivas no Telegram - https://t.me/canalRevistaForum

Receba a edição semanal da Revista Fórum grátis, inscreva-se aqui: semanal.revistaforum.com.br";;PT3H44M5S;2d;hd;false;True;rectangular;;32476;4565;0;74
31;youtube#video;o_yCQS1js82La4Ii72H_nPrhvDk;lfK5sHkqDNk;2022-10-05T19:18:16Z;UC9U4nIDyIzzelXrjNQXNvxA;Ricardo Salles: 'UM DOS GRANDES RISCOS DA ELEIÇÃO DO LULA SERIA TER O BOULOS COMO SUCESSOR POLÍTICO';"Ricardo Salles aponta como se Bolsonaro não fosse um democrata que respeitasse as instituições, poderia facilmente acabar com a renda da imprensa que o ataca diariamente, e analisa como as similaridades e proximidade entre Boulos e Lula representa um risco para o futuro do Brasil.

Baixe o app Panflix: https://www.panflix.com.br/

Inscreva-se no nosso canal:
http://www.youtube.com/panicojovempan 

Entre no nosso site:
http://jovempanfm.com.br/

Facebook:
https://www.facebook.com/programapanico/

Siga no Twitter:
https://twitter.com/programapanico/

Instagram:
https://www.instagram.com/programapanico/

#Panico 
#JovemPan 
.";Pânico Jovem Pan;['Emilio', 'Emilio Surita', 'JP', 'Jovem Pan', 'Panico', 'Panico Jovem Pan', 'Pânico', 'panico jp', 'pilulapanico', 'ricardo salles', 'ricardo salles no panico', 'ricardo salles panico', 'salles', 'salles no panico', 'salles panico', 'eleiçao', 'eleiçoes', 'eleiçao 2022', 'eleiçoes 2022', 'salles eleiçao', 'salles eleiçoes', 'salles bolsonaro', 'salles lula', 'lula', 'lula eleiçao', 'lula presidente', 'lula eleiçoes', 'boulos', 'guilherme boulos', 'boulos lula', 'lula boulos', 'boulos eleiçao'];25;none;en;https://i.ytimg.com/vi/lfK5sHkqDNk/default.jpg;120;90;https://i.ytimg.com/vi/lfK5sHkqDNk/mqdefault.jpg;320;180;https://i.ytimg.com/vi/lfK5sHkqDNk/hqdefault.jpg;480;360;https://i.ytimg.com/vi/lfK5sHkqDNk/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/lfK5sHkqDNk/maxresdefault.jpg;1280.0;720.0;Ricardo Salles: 'UM DOS GRANDES RISCOS DA ELEIÇÃO DO LULA SERIA TER O BOULOS COMO SUCESSOR POLÍTICO';"Ricardo Salles aponta como se Bolsonaro não fosse um democrata que respeitasse as instituições, poderia facilmente acabar com a renda da imprensa que o ataca diariamente, e analisa como as similaridades e proximidade entre Boulos e Lula representa um risco para o futuro do Brasil.

Baixe o app Panflix: https://www.panflix.com.br/

Inscreva-se no nosso canal:
http://www.youtube.com/panicojovempan 

Entre no nosso site:
http://jovempanfm.com.br/

Facebook:
https://www.facebook.com/programapanico/

Siga no Twitter:
https://twitter.com/programapanico/

Instagram:
https://www.instagram.com/programapanico/

#Panico 
#JovemPan 
.";en;PT4M30S;2d;hd;false;True;rectangular;;62199;4338;0;137
32;youtube#video;L6adqaxHf6BnQADcW4AT3FaCGTU;qTSPn3sR5u0;2022-10-08T20:00:10Z;UC3sMBA3BdnsKSVI0WB9yVWQ;Jandira Feghali fala sobre eleição no Rio, Bolsonaro, milícias e liberdade religiosa;"Entrevista exibida ao vivo em 6 de outubro de 2022 no Fórum Onze e Meia. Assista ao programa na íntegra: https://youtu.be/yJELrrrMqsI

  #RevistaFórum​​ #TVFórum

Este ano é decisivo para o Brasil! Veja como apoiar nosso jornalismo https://apoie.revistaforum.com.br/

Nossa chave Pix: pix@revistaforum.com.br

Receba notícias exclusivas no Telegram - https://t.me/canalRevistaForum

Seja membro deste canal e ganhe benefícios: www.youtube.com/channel/UC3sMBA3BdnsKSVI0WB9yVWQ/join

REVISTA FÓRUM: https://revistaforum.com.br
FACEBOOK: https://www.facebook.com/forumrevista/
INSTAGRAM: https://www.instagram.com/revistaforum/
TWITTER: https://twitter.com/revistaforum";TV Fórum;['política', 'direitos humanos', 'cultura', 'Revista Fórum', 'Lula', 'Bolsonaro', 'Brasil', 'fórum', 'revista fórum', 'fórum revista', 'tv fórum', 'tv fórum youtube', 'política brasileira', 'política no brasil', 'brasil', 'jornalismo', 'notícias', 'crise', 'reportagem', 'entrevista', 'informação', 'ao vivo', 'notícias ao vivo', 'sites independentes', 'blogs independentes', 'mídia progressista', 'mídia independente'];24;none;pt-BR;https://i.ytimg.com/vi/qTSPn3sR5u0/default.jpg;120;90;https://i.ytimg.com/vi/qTSPn3sR5u0/mqdefault.jpg;320;180;https://i.ytimg.com/vi/qTSPn3sR5u0/hqdefault.jpg;480;360;https://i.ytimg.com/vi/qTSPn3sR5u0/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/qTSPn3sR5u0/maxresdefault.jpg;1280.0;720.0;Jandira Feghali fala sobre eleição no Rio, Bolsonaro, milícias e liberdade religiosa;"Entrevista exibida ao vivo em 6 de outubro de 2022 no Fórum Onze e Meia. Assista ao programa na íntegra: https://youtu.be/yJELrrrMqsI

  #RevistaFórum​​ #TVFórum

Este ano é decisivo para o Brasil! Veja como apoiar nosso jornalismo https://apoie.revistaforum.com.br/

Nossa chave Pix: pix@revistaforum.com.br

Receba notícias exclusivas no Telegram - https://t.me/canalRevistaForum

Seja membro deste canal e ganhe benefícios: www.youtube.com/channel/UC3sMBA3BdnsKSVI0WB9yVWQ/join

REVISTA FÓRUM: https://revistaforum.com.br
FACEBOOK: https://www.facebook.com/forumrevista/
INSTAGRAM: https://www.instagram.com/revistaforum/
TWITTER: https://twitter.com/revistaforum";;PT35M42S;2d;hd;false;True;rectangular;;90475;8619;0;650
33;youtube#video;pU-LpP-UN8pbCKMKGw-l6BA7wVM;jSlG0No9muY;2022-10-17T01:28:36Z;UCXdXYG8dUmEv6jhEji_lSHg;Eleições 2022 |  Debate com candidatos à Presidência da República | 2º Turno;"TV Cultura, Grupo Bandeirantes, UOL e Folha de S. Paulo se reúnem neste domingo (16) para a realização do debate em pool entre os candidatos à Presidência da República, Jair Bolsonaro (PL) e Luiz Inácio Lula da Silva (PT), pelo segundo turno das #Eleições2022.

Acompanhe nossa cobertura completa por aqui!

#Eleições2022 #DebateNaCultura #AoVivo
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
INSCREVA-SE NO CANAL E ATIVE AS NOTIFICAÇÕES!

www.youtube.com/c/JornalismoTVCultura";Jornalismo TV Cultura;['jornal da cultura', 'Jornal', 'jornalismo', 'tv cultura', 'informação', 'noticia'];25;none;pt;https://i.ytimg.com/vi/jSlG0No9muY/default.jpg;120;90;https://i.ytimg.com/vi/jSlG0No9muY/mqdefault.jpg;320;180;https://i.ytimg.com/vi/jSlG0No9muY/hqdefault.jpg;480;360;https://i.ytimg.com/vi/jSlG0No9muY/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/jSlG0No9muY/maxresdefault.jpg;1280.0;720.0;Eleições 2022 |  Debate com candidatos à Presidência da República | 2º Turno;"TV Cultura, Grupo Bandeirantes, UOL e Folha de S. Paulo se reúnem neste domingo (16) para a realização do debate em pool entre os candidatos à Presidência da República, Jair Bolsonaro (PL) e Luiz Inácio Lula da Silva (PT), pelo segundo turno das #Eleições2022.

Acompanhe nossa cobertura completa por aqui!

#Eleições2022 #DebateNaCultura #AoVivo
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
INSCREVA-SE NO CANAL E ATIVE AS NOTIFICAÇÕES!

www.youtube.com/c/JornalismoTVCultura";;PT2H56M56S;2d;hd;false;True;rectangular;;981396;30825;0;2179
